held_out_attack,outer_fold,feature_set,model,threshold,precision,recall,f1,balanced_accuracy,roc_auc,pr_auc,false_positive_rate,attack_event_recall,attacked_run_recall,normal_run_false_positive_rate,tn,fp,fn,tp
command_injection,3,cyber_only,hist_gradient_boosting,0.865,0.5,0.9,0.6428571428571429,0.9384615384615385,0.9783974358974359,0.3524040434322294,0.023076923076923078,0.9,0.9,0.0,762,18,2,18
command_injection,3,physical_only,logistic_regression,0.85,0.2413793103448276,0.35,0.2857142857142857,0.6608974358974359,0.959551282051282,0.24630840915691937,0.028205128205128206,0.35,0.9,0.2,758,22,13,7
command_injection,3,physical_only,random_forest,0.46,0.7727272727272727,0.85,0.8095238095238095,0.9217948717948719,0.9975641025641026,0.9433003189524931,0.00641025641025641,0.85,0.85,0.0,775,5,3,17
command_injection,3,physical_only,hist_gradient_boosting,0.38,0.5263157894736842,1.0,0.6896551724137931,0.9884615384615385,0.997051282051282,0.9157337344028522,0.023076923076923078,1.0,1.0,0.0,762,18,0,20
command_injection,3,fused,logistic_regression,0.735,0.025,0.05,0.03333333333333333,0.5,0.6909615384615385,0.0387859200516939,0.05,0.05,0.9,0.5,741,39,19,1
command_injection,3,fused,random_forest,0.515,0.25,0.15,0.1875,0.5692307692307692,0.9812179487179488,0.38325749114601915,0.011538461538461539,0.15,0.55,0.0,771,9,17,3
command_injection,3,fused,hist_gradient_boosting,0.595,0.48717948717948717,0.95,0.6440677966101694,0.9621794871794871,0.9765384615384616,0.33650268877020245,0.02564102564102564,0.95,1.0,0.0,760,20,1,19
command_injection,4,cyber_only,logistic_regression,0.8350000000000001,0.0,0.0,0.0,0.4814102564102564,0.2037820512820513,0.016324288116666,0.03717948717948718,0.0,1.0,0.15,751,29,20,0
command_injection,4,cyber_only,random_forest,0.505,0.46153846153846156,0.9,0.6101694915254238,0.9365384615384615,0.9730769230769231,0.3095466930201103,0.026923076923076925,0.9,1.0,0.025,759,21,2,18
command_injection,4,cyber_only,hist_gradient_boosting,0.845,0.5,1.0,0.6666666666666666,0.9871794871794872,0.9757051282051282,0.32677788051517204,0.02564102564102564,1.0,1.0,0.0,760,20,0,20
command_injection,4,physical_only,logistic_regression,0.85,0.3333333333333333,0.55,0.41509433962264153,0.7608974358974359,0.9694871794871794,0.30179442611898977,0.028205128205128206,0.55,0.85,0.175,758,22,9,11
command_injection,4,physical_only,random_forest,0.44,0.6060606060606061,1.0,0.7547169811320755,0.9916666666666667,1.0,1.0,0.016666666666666666,1.0,1.0,0.0,767,13,0,20
command_injection,4,physical_only,hist_gradient_boosting,0.015,0.5555555555555556,1.0,0.7142857142857143,0.9897435897435898,0.999423076923077,0.9822751322751326,0.020512820512820513,1.0,1.0,0.0,764,16,0,20
command_injection,4,fused,logistic_regression,0.935,0.0,0.0,0.0,0.4878205128205128,0.6725641025641025,0.0360195675916582,0.02435897435897436,0.0,0.9,0.025,761,19,20,0
command_injection,4,fused,random_forest,0.53,0.3333333333333333,0.05,0.08695652173913043,0.5237179487179487,0.9832051282051283,0.43308371421433034,0.002564102564102564,0.05,0.15,0.0,778,2,19,1
command_injection,4,fused,hist_gradient_boosting,0.23500000000000001,0.5555555555555556,1.0,0.7142857142857143,0.9897435897435898,0.9833974358974359,0.4071216354643531,0.020512820512820513,1.0,1.0,0.025,764,16,0,20
command_injection,5,cyber_only,logistic_regression,0.865,0.0,0.0,0.0,0.4826923076923077,0.5093589743589744,0.025515447858606016,0.03461538461538462,0.0,0.95,0.2,753,27,20,0
command_injection,5,cyber_only,random_forest,0.27,0.4634146341463415,0.95,0.6229508196721312,0.9608974358974358,0.9742307692307692,0.31621914373561955,0.028205128205128206,0.95,1.0,0.05,758,22,1,19
command_injection,5,cyber_only,hist_gradient_boosting,0.465,0.47368421052631576,0.9,0.6206896551724138,0.9371794871794872,0.9796153846153847,0.3636830822790453,0.02564102564102564,0.9,0.95,0.025,760,20,2,18
command_injection,5,physical_only,logistic_regression,0.9650000000000001,0.2857142857142857,0.2,0.23529411764705882,0.5935897435897436,0.9682051282051283,0.305440340730551,0.01282051282051282,0.2,0.55,0.025,770,10,16,4
command_injection,5,physical_only,random_forest,0.56,1.0,0.85,0.918918918918919,0.925,1.0,1.0000000000000002,0.0,0.85,0.85,0.0,780,0,3,17
command_injection,5,physical_only,hist_gradient_boosting,0.24000000000000002,0.5405405405405406,1.0,0.7017543859649122,0.9891025641025641,1.0,1.0000000000000002,0.021794871794871794,1.0,1.0,0.0,763,17,0,20
command_injection,5,fused,logistic_regression,0.845,0.0,0.0,0.0,0.4846153846153846,0.7652564102564103,0.051202237446593094,0.03076923076923077,0.0,0.9,0.15,756,24,20,0
command_injection,5,fused,random_forest,0.66,1.0,0.05,0.09523809523809523,0.525,0.9911538461538463,0.7528452468189313,0.0,0.05,0.05,0.0,780,0,19,1
command_injection,5,fused,hist_gradient_boosting,0.88,0.42857142857142855,0.6,0.5,0.7897435897435897,0.9821794871794871,0.4106484393139718,0.020512820512820513,0.6,0.85,0.025,764,16,8,12
