schema_version,session_id,run_key,run_id,task_type,attack_event_id,attack_type,attack_variant,attack_severity,attack_target,attack_target_object,attack_target_phase,attack_parameter_value,attack_parameter_unit,attack_source,source_timestamp,started_at,start_elapsed_seconds,ended_at,end_elapsed_seconds,duration_seconds,end_reason
sentinel_joint_telemetry_v2,20260731_114715,20260731_114715:1,1,short_cube_pick_place,replay-plan-0001,replay_attack,prior_command_replay,medium,arm_trajectory,cube,cube_retreat,3,commands_back,arm_replay_proxy,2026-07-31T11:47:28.421+01:00,2026-07-31T11:47:28.422+01:00,9.291766,2026-07-31T11:47:29.223+01:00,10.092488,0.800722,replayed_controller_succeeded
