schema_version,session_id,run_key,run_id,task_type,condition,attack_type,attack_variant,attack_severity,attack_target,attack_target_object,attack_target_phase,attack_parameter_value,attack_parameter_unit,attack_event_id,attack_successfully_injected,attack_injection_count,task_outcome,started_at,finished_at,duration_seconds,telemetry_samples,status,error
sentinel_experiment_runs_v2,20260731_114715,20260731_114715:1,1,short_cube_pick_place,attack,replay_attack,prior_command_replay,medium,arm_trajectory,cube,cube_retreat,3,commands_back,replay-plan-0001,1,1,completed,2026-07-31T11:47:19.130+01:00,2026-07-31T11:47:30.277+01:00,11.146,529,success,
