scenario_id,axis,held_out_value,outer_fold,feature_set,model,fit_runs,threshold_runs,test_runs,threshold,precision,recall,f1,balanced_accuracy,mcc,roc_auc,pr_auc,false_positive_rate,attack_event_recall,attacked_run_alert_recall,normal_run_false_positive_rate,tn,fp,fn,tp
holdout_object_cylinder,object,cylinder,4,physical_only,random_forest,321,81,62,0.455,0.0,0.0,0.0,0.5,0.0,0.9891774891774892,0.6011094649045322,0.0,0.0,0.0,0.0,882,0,22,0
holdout_object_cylinder,object,cylinder,4,physical_only,hist_gradient_boosting,321,81,62,0.97,1.0,0.09090909090909091,0.16666666666666666,0.5454545454545454,0.2981499090600661,0.9441867656153371,0.305897494594735,0.0,0.09090909090909091,0.09090909090909091,0.0,882,0,20,2
holdout_object_cylinder,object,cylinder,4,fused,logistic_regression,321,81,62,0.895,0.0,0.0,0.0,0.4988662131519274,-0.007436845804219337,0.7986497629354772,0.0855571045987391,0.0022675736961451248,0.0,0.0,0.05,880,2,22,0
holdout_object_cylinder,object,cylinder,4,fused,random_forest,321,81,62,0.47500000000000003,0.0,0.0,0.0,0.5,0.0,0.9908266336837765,0.7553906216846069,0.0,0.0,0.0,0.0,882,0,22,0
holdout_object_cylinder,object,cylinder,4,fused,hist_gradient_boosting,321,81,62,0.155,1.0,0.22727272727272727,0.37037037037037035,0.6136363636363636,0.4722023112528711,0.9927334570191714,0.759008428837378,0.0,0.22727272727272727,0.22727272727272727,0.0,882,0,17,5
holdout_object_cylinder,object,cylinder,5,cyber_only,logistic_regression,316,80,56,0.765,0.0,0.0,0.0,0.4827586206896552,-0.02673328585208946,0.5948275862068966,0.025071289225722125,0.034482758620689655,0.0,0.25,0.575,756,27,16,0
holdout_object_cylinder,object,cylinder,5,cyber_only,random_forest,316,80,56,0.34500000000000003,0.8888888888888888,0.5,0.64,0.7493614303959131,0.6620112170566044,0.9968869731800767,0.8784286587595411,0.001277139208173691,0.5,0.5,0.025,782,1,8,8
holdout_object_cylinder,object,cylinder,5,cyber_only,hist_gradient_boosting,316,80,56,0.23,1.0,0.3125,0.47619047619047616,0.65625,0.5551312051324793,0.9863505747126436,0.6438329152894748,0.0,0.3125,0.3125,0.0,783,0,11,5
holdout_object_cylinder,object,cylinder,5,physical_only,logistic_regression,316,80,56,0.9,0.0,0.0,0.0,0.49361430395913153,-0.016093133304412793,0.7794540229885057,0.056858330997177076,0.01277139208173691,0.0,0.0625,0.225,773,10,16,0
holdout_object_cylinder,object,cylinder,5,physical_only,random_forest,316,80,56,0.63,0.0,0.0,0.0,0.5,0.0,0.9871487867177522,0.5846633542556068,0.0,0.0,0.0,0.0,783,0,16,0
holdout_object_cylinder,object,cylinder,5,physical_only,hist_gradient_boosting,316,80,56,0.37,1.0,0.25,0.4,0.625,0.49621206665531586,0.9457215836526182,0.43530856249688804,0.0,0.25,0.25,0.0,783,0,12,4
holdout_object_cylinder,object,cylinder,5,fused,logistic_regression,316,80,56,0.885,0.0,0.0,0.0,0.49808429118773945,-0.00877572900609193,0.8145753512132822,0.08464087258277762,0.0038314176245210726,0.0,0.0,0.075,780,3,16,0
holdout_object_cylinder,object,cylinder,5,fused,random_forest,316,80,56,0.7050000000000001,0.0,0.0,0.0,0.5,0.0,0.990102171136654,0.6680599155162906,0.0,0.0,0.0,0.0,783,0,16,0
holdout_object_cylinder,object,cylinder,5,fused,hist_gradient_boosting,316,80,56,0.03,1.0,0.125,0.2222222222222222,0.5625,0.35043439613926397,0.9896232439335887,0.7616282410400057,0.0,0.125,0.125,0.0,783,0,14,2
holdout_severity_high,severity,high,1,cyber_only,logistic_regression,294,74,64,0.885,0.4230769230769231,0.4583333333333333,0.44,0.720020325203252,0.42329390892466395,0.811178861788618,0.4202488566256618,0.018292682926829267,0.4583333333333333,0.625,0.175,805,15,13,11
holdout_severity_high,severity,high,1,cyber_only,random_forest,294,74,64,0.72,1.0,0.4583333333333333,0.6285714285714286,0.7291666666666666,0.6716996889897118,0.9892784552845528,0.8217118776419313,0.0,0.4583333333333333,0.4583333333333333,0.0,820,0,13,11
holdout_severity_high,severity,high,1,cyber_only,hist_gradient_boosting,294,74,64,0.975,0.9230769230769231,0.5,0.6486486486486487,0.749390243902439,0.673208846979629,0.9892022357723578,0.8242059848546442,0.0012195121951219512,0.5,0.5,0.025,819,1,12,12
holdout_severity_high,severity,high,1,physical_only,logistic_regression,294,74,64,0.915,0.5185185185185185,0.5833333333333334,0.5490196078431373,0.7837398373983739,0.5360063662053217,0.8196138211382114,0.37851274576077937,0.015853658536585366,0.5833333333333334,0.7916666666666666,0.2,807,13,10,14
holdout_severity_high,severity,high,1,physical_only,random_forest,294,74,64,0.56,1.0,0.75,0.8571428571428571,0.875,0.8628743002960397,0.9929369918699187,0.8817604081754218,0.0,0.75,0.75,0.0,820,0,6,18
holdout_severity_high,severity,high,1,physical_only,hist_gradient_boosting,294,74,64,0.935,1.0,0.75,0.8571428571428571,0.875,0.8628743002960397,0.9727134146341464,0.7991427512766509,0.0,0.75,0.75,0.0,820,0,6,18
holdout_severity_high,severity,high,1,fused,logistic_regression,294,74,64,0.855,0.5333333333333333,0.6666666666666666,0.5925925925925926,0.8247967479674796,0.5831514839528277,0.804979674796748,0.3474668575967379,0.01707317073170732,0.6666666666666666,0.9166666666666666,0.2,806,14,8,16
holdout_severity_high,severity,high,1,fused,random_forest,294,74,64,0.62,1.0,0.75,0.8571428571428571,0.875,0.8628743002960397,0.9979674796747968,0.9501268399890961,0.0,0.75,0.75,0.0,820,0,6,18
holdout_severity_high,severity,high,1,fused,hist_gradient_boosting,294,74,64,0.97,1.0,0.75,0.8571428571428571,0.875,0.8628743002960397,0.9990853658536585,0.9737992646187446,0.0,0.75,0.75,0.0,820,0,6,18
holdout_severity_high,severity,high,2,cyber_only,logistic_regression,294,74,64,0.735,0.19767441860465115,0.7083333333333334,0.3090909090909091,0.8120934959349594,0.34295996982023,0.7369918699186992,0.412233433133449,0.08414634146341464,0.7083333333333334,0.9583333333333334,1.0,751,69,7,17
holdout_severity_high,severity,high,2,cyber_only,random_forest,294,74,64,0.495,0.8333333333333334,0.4166666666666667,0.5555555555555556,0.7071138211382114,0.5815664409369736,0.9922764227642276,0.8013831078855482,0.0024390243902439024,0.4166666666666667,0.4166666666666667,0.05,818,2,14,10
holdout_severity_high,severity,high,2,cyber_only,hist_gradient_boosting,294,74,64,0.5,0.8333333333333334,0.4166666666666667,0.5555555555555556,0.7071138211382114,0.5815664409369736,0.9889227642276424,0.7772073132279059,0.0024390243902439024,0.4166666666666667,0.4166666666666667,0.025,818,2,14,10
holdout_severity_high,severity,high,2,physical_only,logistic_regression,294,74,64,0.88,0.4117647058823529,0.5833333333333334,0.4827586206896552,0.7794715447154472,0.47249603686825065,0.799339430894309,0.4268208907889699,0.024390243902439025,0.5833333333333334,0.8333333333333334,0.275,800,20,10,14
holdout_severity_high,severity,high,2,physical_only,random_forest,294,74,64,0.6,1.0,0.6666666666666666,0.8,0.8333333333333333,0.8125425790899443,0.988719512195122,0.853990128970143,0.0,0.6666666666666666,0.6666666666666666,0.0,820,0,8,16
holdout_severity_high,severity,high,2,physical_only,hist_gradient_boosting,294,74,64,0.9400000000000001,1.0,0.7083333333333334,0.8292682926829268,0.8541666666666667,0.8380559450474794,0.8582063008130081,0.7620117925513346,0.0,0.7083333333333334,0.7083333333333334,0.0,820,0,7,17
holdout_severity_high,severity,high,2,fused,logistic_regression,294,74,64,0.9500000000000001,0.5,0.375,0.42857142857142855,0.6820121951219512,0.41880972136319977,0.7673780487804879,0.2803194108328309,0.01097560975609756,0.375,0.625,0.075,811,9,15,9
holdout_severity_high,severity,high,2,fused,random_forest,294,74,64,0.67,1.0,0.7083333333333334,0.8292682926829268,0.8541666666666667,0.8380559450474794,0.9971036585365854,0.9257827089169001,0.0,0.7083333333333334,0.7083333333333334,0.0,820,0,7,17
