schema_version,session_id,run_key,run_id,task_type,attack_event_id,attack_type,attack_variant,attack_severity,attack_target,attack_target_object,attack_target_phase,attack_parameter_value,attack_parameter_unit,attack_source,source_timestamp,started_at,start_elapsed_seconds,ended_at,end_elapsed_seconds,duration_seconds,end_reason
sentinel_joint_telemetry_v2,20260731_120941,20260731_120941:1,1,short_cube_pick_place,mitm-plan-0001,mitm_trajectory_manipulation,joint_offset,medium,shoulder_pan_joint,cube,cube_transport,0.1,rad,arm_mitm_proxy,2026-07-31T12:09:51.190+01:00,2026-07-31T12:09:51.191+01:00,6.182905,2026-07-31T12:09:51.992+01:00,6.984171,0.801266,controller_succeeded
