schema_version,session_id,run_key,run_id,task_type,condition,attack_type,attack_variant,attack_severity,attack_target,attack_target_object,attack_target_phase,attack_parameter_value,attack_parameter_unit,attack_event_id,attack_successfully_injected,attack_injection_count,task_outcome,started_at,finished_at,duration_seconds,telemetry_samples,status,error
sentinel_experiment_runs_v2,20260731_120941,20260731_120941:1,1,short_cube_pick_place,attack,mitm_trajectory_manipulation,joint_offset,medium,shoulder_pan_joint,cube,cube_transport,0.1,rad,mitm-plan-0001,1,1,completed,2026-07-31T12:09:44.981+01:00,2026-07-31T12:09:55.239+01:00,10.258,484,success,
